DateTime,Fum1max,Fum2Max,Fum3Max,CraterMax,EFlankAvg,WFlankAvg
2006-05-23 02:30:28,20.4,14.4,7.5,20.4,-1.1,-1.7
2006-05-23 02:30:33,17.6,12.3,5.5,17.6,-1.7,-2.3
2006-05-23 02:30:38,11.5,7.4,2.4,11.5,-2.6,-2.7
2006-05-23 02:30:43,13.8,9.4,4.1,13.8,-2.5,-2.7
2006-05-23 02:30:48,14.1,9.0,3.9,14.1,-3.1,-3.8
2006-05-23 02:30:53,9.6,6.3,2.0,9.6,-3.4,-3.1
2006-05-23 02:30:58,21.1,15.8,8.4,21.1,-2.1,-0.6
2006-05-23 02:31:03,31.3,23.2,14.4,31.3,0.8,0.2
2006-05-23 02:31:08,31.9,23.9,14.8,31.9,-0.6,0.6
2006-05-23 02:31:13,30.9,23.4,14.4,30.9,-0.2,1.1
2006-05-23 02:31:18,31.3,23.6,14.7,31.3,0.2,0.2
2006-05-23 02:31:23,30.9,23.6,14.4,30.9,1.1,0.5
2006-05-23 02:31:28,15.0,10.6,4.8,15.0,-2.7,-3.4
2006-05-23 02:31:33,12.5,9.3,3.7,12.5,-3.3,-5.0
2006-05-23 02:31:38,5.6,3.4,-1.0,5.6,-3.7,-5.3
2006-05-23 02:31:43,3.0,0.5,-1.6,3.0,-4.3,-5.2
2006-05-23 02:31:48,2.8,1.9,-1.6,2.8,-4.8,-5.3
2006-05-23 02:31:53,3.8,3.0,-1.7,3.8,-4.8,-5.0
2006-05-23 02:31:58,0.0,-1.8,-4.2,0.0,-4.9,-5.2
2006-05-23 02:32:03,0.9,-0.2,-2.1,0.9,-4.9,-4.4
2006-05-23 02:32:08,6.1,3.3,0.9,6.1,-4.6,-2.7
2006-05-23 02:32:13,10.1,4.4,4.5,10.1,-3.8,-3.3
2006-05-23 02:32:18,17.7,10.3,8.2,17.7,-2.5,-2.6
2006-05-23 02:32:23,19.7,13.8,7.1,19.7,-2.2,-2.5
2006-05-23 02:32:28,13.7,14.5,7.2,14.5,-1.9,-1.2
2006-05-23 02:32:33,19.0,11.8,5.4,19.0,-1.2,0.8
2006-05-23 02:32:38,15.0,15.8,5.8,15.8,-0.7,1.7
2006-05-23 02:32:43,12.1,11.4,7.4,12.1,-0.1,1.7
2006-05-23 02:32:48,14.2,9.2,8.5,14.2,0.4,1.7
2006-05-23 02:32:53,12.4,6.7,9.2,12.4,1.1,1.9
2006-05-23 02:32:58,20.5,7.6,10.3,20.5,1.6,2.0
2006-05-23 02:33:03,28.4,11.7,13.4,28.4,1.7,2.0
2006-05-23 02:33:08,30.8,14.4,13.8,30.8,1.7,1.9
2006-05-23 02:33:13,31.5,16.9,13.9,31.5,1.7,1.9
2006-05-23 02:33:18,32.3,18.0,14.2,32.3,1.7,1.9
2006-05-23 02:33:23,32.7,19.4,14.1,32.7,1.8,2.0
2006-05-23 02:33:28,32.7,18.5,14.1,32.7,1.7,1.9
2006-05-23 02:33:33,33.1,19.6,14.2,33.1,1.7,2.0
2006-05-23 02:33:38,33.3,19.7,14.1,33.3,1.7,1.9
2006-05-23 02:33:43,33.5,20.6,14.0,33.5,1.7,1.9
2006-05-23 02:33:48,33.5,20.3,14.0,33.5,1.7,1.9
2006-05-23 02:33:53,33.9,21.0,14.4,33.9,2.0,2.1
2006-05-23 02:33:58,34.0,21.2,14.5,34.0,2.0,2.1
2006-05-23 02:34:03,34.1,21.5,14.6,34.1,1.9,2.1
2006-05-23 02:34:08,34.1,21.7,14.5,34.1,1.9,2.0
2006-05-23 02:34:13,34.2,22.4,14.6,34.2,1.9,2.0
2006-05-23 02:34:18,34.4,22.1,14.6,34.4,1.9,2.0
2006-05-23 02:34:23,34.5,22.3,14.7,34.5,1.9,2.0
2006-05-23 02:34:28,34.4,22.4,14.6,34.4,1.9,2.0
2006-05-23 02:34:33,34.6,22.5,14.7,34.6,1.8,2.0
2006-05-23 02:34:38,34.4,22.3,14.6,34.4,1.8,2.0
2006-05-23 02:34:43,34.5,22.5,14.5,34.5,1.7,1.9
2006-05-23 02:34:48,34.5,22.9,14.5,34.5,1.7,1.9
2006-05-23 02:34:53,34.6,23.2,14.6,34.6,2.0,2.1
2006-05-23 02:34:58,34.7,23.1,14.6,34.7,1.9,2.1
2006-05-23 02:35:03,34.7,22.9,14.6,34.7,1.9,2.1
2006-05-23 02:35:08,34.8,23.0,14.6,34.8,1.9,2.0
2006-05-23 02:35:13,34.7,23.0,14.4,34.7,1.9,2.0
2006-05-23 02:35:18,34.7,23.2,14.6,34.7,1.8,2.0
2006-05-23 02:35:23,34.9,23.4,14.6,34.9,1.9,2.0
2006-05-23 02:35:28,34.9,23.4,14.6,34.9,1.9,2.0
2006-05-23 02:35:33,34.9,23.4,14.5,34.9,1.9,2.0
2006-05-23 02:35:38,34.7,23.5,14.5,34.7,1.8,1.9
2006-05-23 02:35:43,34.8,23.7,14.5,34.8,1.8,1.9
2006-05-23 02:35:48,34.8,23.5,14.7,34.8,1.8,1.9
2006-05-23 02:35:53,35.1,24.0,14.8,35.1,2.0,2.2
2006-05-23 02:35:58,35.1,23.8,14.7,35.1,2.0,2.1
2006-05-23 02:36:03,35.1,23.7,14.8,35.1,2.0,2.1
2006-05-23 02:36:08,34.9,23.8,14.8,34.9,1.9,2.1
2006-05-23 02:36:13,34.9,23.8,14.8,34.9,1.9,2.1
2006-05-23 02:36:18,35.0,24.2,14.9,35.0,1.9,2.0
2006-05-23 02:36:23,35.1,23.8,14.8,35.1,2.0,2.1
2006-05-23 02:36:28,35.1,23.9,14.7,35.1,2.0,2.1
2006-05-23 02:36:33,35.0,24.1,14.7,35.0,1.9,2.1
2006-05-23 02:36:38,34.9,24.1,14.7,34.9,1.9,2.1
2006-05-23 02:36:43,35.0,24.2,14.8,35.0,1.9,2.0
2006-05-23 02:36:48,35.2,24.1,14.8,35.2,1.9,2.0
2006-05-23 02:36:53,34.9,24.1,14.8,34.9,2.1,2.2
2006-05-23 02:36:58,35.2,23.7,14.9,35.2,2.1,2.2
2006-05-23 02:37:03,34.9,23.8,14.9,34.9,2.0,2.2
2006-05-23 02:37:08,35.0,23.8,14.9,35.0,2.0,2.2
2006-05-23 02:37:13,35.0,24.1,14.9,35.0,2.0,2.1
2006-05-23 02:37:18,34.8,24.5,14.6,34.8,2.0,2.1
2006-05-23 02:37:23,35.0,24.0,14.7,35.0,2.0,2.1
2006-05-23 02:37:28,35.0,23.1,14.8,35.0,2.0,2.1
2006-05-23 02:37:33,35.0,23.5,15.0,35.0,2.1,2.2
2006-05-23 02:37:38,35.0,22.4,14.9,35.0,2.1,2.2
2006-05-23 02:37:43,35.0,23.3,15.0,35.0,2.0,2.2
2006-05-23 02:37:48,35.0,23.1,15.0,35.0,2.1,2.2
2006-05-23 02:37:53,35.2,23.7,15.1,35.2,2.2,2.3
2006-05-23 02:37:58,35.2,23.8,15.0,35.2,2.2,2.3
2006-05-23 02:38:03,35.2,23.4,14.8,35.2,2.2,2.3
2006-05-23 02:38:08,34.9,23.4,14.4,34.9,2.2,2.2
2006-05-23 02:38:13,34.8,23.6,14.1,34.8,2.2,2.3
2006-05-23 02:38:18,34.8,23.5,14.2,34.8,2.2,2.3
2006-05-23 02:38:23,34.3,23.2,14.1,34.3,2.2,2.3
2006-05-23 02:38:28,33.7,22.7,13.5,33.7,2.2,2.3
2006-05-23 02:38:33,34.5,23.2,13.9,34.5,2.2,2.3
2006-05-23 02:38:38,34.6,22.0,14.3,34.6,2.2,2.3
2006-05-23 02:38:43,34.7,22.4,14.6,34.7,2.2,2.3
2006-05-23 02:38:48,34.7,22.8,14.5,34.7,2.2,2.3
2006-05-23 02:38:53,35.0,23.3,14.9,35.0,2.3,2.4
2006-05-23 02:38:58,35.1,24.3,15.1,35.1,2.3,2.4
2006-05-23 02:39:03,35.0,22.3,15.3,35.0,2.2,2.4
2006-05-23 02:39:08,35.2,19.7,15.1,35.2,2.2,2.4
2006-05-23 02:39:13,35.3,19.9,15.1,35.3,2.3,2.4
2006-05-23 02:39:18,35.3,18.6,15.2,35.3,2.2,2.4
2006-05-23 02:39:23,35.4,18.8,15.0,35.4,2.3,2.4
2006-05-23 02:39:28,35.3,19.3,15.1,35.3,2.3,2.4
2006-05-23 02:39:33,35.2,18.8,15.1,35.2,2.3,2.4
2006-05-23 02:39:38,35.0,20.5,15.0,35.0,2.3,2.4
2006-05-23 02:39:43,35.1,20.8,15.1,35.1,2.2,2.4
2006-05-23 02:39:48,35.1,21.4,14.9,35.1,2.2,2.4
2006-05-23 02:39:53,35.1,23.5,15.0,35.1,2.2,2.4
2006-05-23 02:39:58,35.0,23.9,15.1,35.0,2.2,2.4
2006-05-23 02:40:03,34.9,23.4,15.0,34.9,2.2,2.3
2006-05-23 02:40:08,34.8,23.9,15.0,34.8,2.2,2.4
2006-05-23 02:40:13,34.8,23.4,15.0,34.8,2.2,2.3
2006-05-23 02:40:18,34.9,23.9,15.0,34.9,2.2,2.3
2006-05-23 02:40:23,34.8,23.4,14.8,34.8,2.2,2.3
2006-05-23 02:40:28,34.6,23.8,15.0,34.6,2.2,2.3
2006-05-23 02:40:33,34.8,23.6,15.0,34.8,2.2,2.3
2006-05-23 02:40:38,34.5,23.9,14.9,34.5,2.2,2.3
2006-05-23 02:40:43,34.6,23.7,14.9,34.6,2.2,2.3
2006-05-23 02:40:48,34.7,23.0,14.9,34.7,2.2,2.3
2006-05-23 02:40:53,35.0,22.9,15.1,35.0,2.3,2.4
2006-05-23 02:40:58,35.0,23.3,15.0,35.0,2.3,2.4
2006-05-23 02:41:03,35.1,23.4,15.0,35.1,2.3,2.4
2006-05-23 02:41:08,35.1,24.0,15.0,35.1,2.4,2.5
2006-05-23 02:41:13,35.1,23.7,15.1,35.1,2.3,2.4
2006-05-23 02:41:18,35.0,23.0,15.1,35.0,2.3,2.4
2006-05-23 02:41:23,35.2,21.4,15.3,35.2,2.3,2.4
2006-05-23 02:41:28,35.1,22.6,15.3,35.1,2.3,2.4
2006-05-23 02:41:33,35.1,22.8,15.4,35.1,2.3,2.4
2006-05-23 02:41:38,35.2,22.3,15.3,35.2,2.4,2.5
2006-05-23 02:41:43,35.3,20.3,15.4,35.3,2.4,2.5
2006-05-23 02:41:48,35.4,21.0,15.4,35.4,2.4,2.5
2006-05-23 02:41:53,35.2,18.5,15.3,35.2,2.4,2.5
2006-05-23 02:41:58,35.4,18.7,15.3,35.4,2.4,2.5
2006-05-23 02:42:03,35.4,18.7,15.3,35.4,2.4,2.5
2006-05-23 02:42:08,35.2,18.4,15.1,35.2,2.3,2.4
2006-05-23 02:42:13,35.3,18.5,15.3,35.3,2.3,2.4
2006-05-23 02:42:18,34.9,18.6,15.3,34.9,2.3,2.4
2006-05-23 02:42:23,35.0,18.5,15.3,35.0,2.3,2.4
2006-05-23 02:42:28,35.3,17.9,15.2,35.3,2.3,2.5
2006-05-23 02:42:33,35.4,17.5,15.3,35.4,2.3,2.5
2006-05-23 02:42:38,35.3,17.7,15.1,35.3,2.3,2.4
2006-05-23 02:42:43,35.4,17.7,15.1,35.4,2.3,2.4
2006-05-23 02:42:48,35.3,19.6,15.1,35.3,2.3,2.4
2006-05-23 02:42:53,35.3,18.1,15.3,35.3,2.4,2.5
2006-05-23 02:42:58,35.4,21.3,15.2,35.4,2.4,2.5
2006-05-23 02:43:03,35.6,23.6,15.4,35.6,2.4,2.5
2006-05-23 02:43:08,35.6,23.3,15.4,35.6,2.3,2.4
2006-05-23 02:43:13,35.6,23.4,15.5,35.6,2.4,2.5
2006-05-23 02:43:18,35.6,24.0,15.4,35.6,2.4,2.5
2006-05-23 02:43:23,35.7,24.4,15.4,35.7,2.4,2.5
2006-05-23 02:43:28,35.7,23.5,15.3,35.7,2.3,2.4
2006-05-23 02:43:33,35.7,24.0,15.3,35.7,2.4,2.4
2006-05-23 02:43:38,35.7,23.6,15.3,35.7,2.3,2.5
2006-05-23 02:43:43,35.8,24.0,15.4,35.8,2.4,2.5
2006-05-23 02:43:48,35.8,23.7,15.5,35.8,2.4,2.5
2006-05-23 02:43:53,35.8,22.2,15.5,35.8,2.4,2.5
2006-05-23 02:43:58,35.8,23.1,15.5,35.8,2.4,2.6
2006-05-23 02:44:03,35.6,24.3,15.5,35.6,2.3,2.5
2006-05-23 02:44:08,35.7,24.1,15.3,35.7,2.4,2.5
2006-05-23 02:44:13,35.6,24.2,15.4,35.6,2.4,2.5
2006-05-23 02:44:18,35.5,24.0,15.4,35.5,2.4,2.5
2006-05-23 02:44:23,35.5,23.8,15.3,35.5,2.3,2.5
2006-05-23 02:44:28,35.5,24.3,15.4,35.5,2.3,2.5
2006-05-23 02:44:33,35.7,24.2,15.4,35.7,2.4,2.5
2006-05-23 02:44:38,35.5,24.3,15.3,35.5,2.4,2.5
2006-05-23 02:44:43,35.5,24.4,15.2,35.5,2.3,2.4
2006-05-23 02:44:48,35.5,24.2,15.3,35.5,2.3,2.4
2006-05-23 02:44:53,35.8,24.1,15.4,35.8,2.4,2.6
2006-05-23 02:44:58,35.7,23.5,15.4,35.7,2.5,2.6
2006-05-23 02:45:03,35.4,22.9,15.4,35.4,2.4,2.5
2006-05-23 02:45:08,35.5,23.2,15.3,35.5,2.4,2.5
2006-05-23 02:45:13,35.6,23.3,15.3,35.6,2.4,2.5
2006-05-23 02:45:18,35.5,23.8,15.3,35.5,2.4,2.5
2006-05-23 02:45:23,35.7,24.4,15.2,35.7,2.4,2.5
2006-05-23 02:45:28,35.5,23.6,15.3,35.5,2.4,2.6
2006-05-23 02:45:33,35.5,24.1,15.2,35.5,2.4,2.5
2006-05-23 02:45:38,35.4,23.9,15.3,35.4,2.4,2.5
2006-05-23 02:45:43,35.6,23.7,15.3,35.6,2.4,2.5
2006-05-23 02:45:48,35.5,24.1,15.4,35.5,2.5,2.6
2006-05-23 02:45:53,35.6,23.9,15.3,35.6,2.5,2.6
2006-05-23 02:45:58,35.4,24.2,15.3,35.4,2.4,2.5
2006-05-23 02:46:03,35.5,23.9,15.3,35.5,2.5,2.5
2006-05-23 02:46:08,35.5,23.7,15.3,35.5,2.4,2.5
2006-05-23 02:46:13,35.6,24.3,15.5,35.6,2.5,2.6
2006-05-23 02:46:18,35.6,23.7,15.3,35.6,2.4,2.5
2006-05-23 02:46:23,35.5,23.5,15.2,35.5,2.4,2.5
2006-05-23 02:46:28,35.5,23.7,15.3,35.5,2.4,2.5
2006-05-23 02:46:33,35.5,23.9,15.2,35.5,2.4,2.5
2006-05-23 02:46:38,35.8,23.9,15.2,35.8,2.5,2.6
2006-05-23 02:46:43,35.5,23.5,15.3,35.5,2.4,2.5
2006-05-23 02:46:48,35.6,23.6,15.3,35.6,2.5,2.6
2006-05-23 02:46:53,35.7,23.8,15.4,35.7,2.5,2.6
2006-05-23 02:46:58,35.6,23.8,15.4,35.6,2.5,2.6
2006-05-23 02:47:03,35.8,22.0,15.4,35.8,2.5,2.6
2006-05-23 02:47:08,35.8,22.0,15.4,35.8,2.4,2.5
2006-05-23 02:47:13,36.0,19.7,15.4,36.0,2.4,2.5
2006-05-23 02:47:18,35.9,20.8,15.3,35.9,2.5,2.6
2006-05-23 02:47:23,35.9,22.0,15.4,35.9,2.4,2.5
2006-05-23 02:47:28,36.0,22.8,15.5,36.0,2.5,2.6
2006-05-23 02:47:33,36.0,24.2,15.5,36.0,2.5,2.6
2006-05-23 02:47:38,35.9,23.9,15.4,35.9,2.5,2.6
2006-05-23 02:47:43,35.8,24.3,15.4,35.8,2.4,2.5
2006-05-23 02:47:48,36.0,24.3,15.5,36.0,2.5,2.5
2006-05-23 02:47:53,35.9,24.1,15.4,35.9,2.4,2.5
2006-05-23 02:47:58,36.0,24.1,15.5,36.0,2.4,2.5
2006-05-23 02:48:03,36.0,24.4,15.4,36.0,2.4,2.5
2006-05-23 02:48:08,36.1,24.4,15.4,36.1,2.4,2.5
2006-05-23 02:48:13,35.9,23.9,15.3,35.9,2.3,2.4
2006-05-23 02:48:18,36.1,24.5,15.7,36.1,2.6,2.6
2006-05-23 02:48:23,36.1,24.5,15.7,36.1,2.6,2.7
2006-05-23 02:48:28,36.1,24.4,15.7,36.1,2.6,2.6
2006-05-23 02:48:33,36.1,24.2,15.8,36.1,2.6,2.6
2006-05-23 02:48:38,36.1,24.2,15.8,36.1,2.6,2.6
2006-05-23 02:48:43,36.2,24.5,15.6,36.2,2.6,2.6
2006-05-23 02:48:48,36.0,24.5,15.7,36.0,2.5,2.6
2006-05-23 02:48:53,36.1,24.1,15.6,36.1,2.5,2.6
2006-05-23 02:48:58,36.1,24.4,15.6,36.1,2.6,2.6
2006-05-23 02:49:03,36.1,24.5,15.7,36.1,2.5,2.5
2006-05-23 02:49:08,36.4,24.3,15.6,36.4,2.5,2.5
2006-05-23 02:49:13,36.3,24.5,15.6,36.3,2.5,2.6
2006-05-23 02:49:18,36.4,24.7,15.4,36.4,2.6,2.6
2006-05-23 02:49:23,36.4,24.2,15.6,36.4,2.5,2.5
2006-05-23 02:49:28,36.2,24.5,15.5,36.2,2.5,2.6
2006-05-23 02:49:33,36.3,24.6,15.4,36.3,2.5,2.5
2006-05-23 02:49:38,36.5,24.9,15.6,36.5,2.5,2.5
2006-05-23 02:49:43,36.4,24.7,15.5,36.4,2.5,2.5
2006-05-23 02:49:48,36.2,24.7,15.5,36.2,2.5,2.5
2006-05-23 02:49:53,36.3,24.4,15.5,36.3,2.4,2.4
2006-05-23 02:49:58,36.3,24.2,15.6,36.3,2.5,2.6
2006-05-23 02:50:03,36.2,24.5,15.5,36.2,2.4,2.5
2006-05-23 02:50:08,36.2,24.6,15.4,36.2,2.5,2.5
2006-05-23 02:50:13,36.2,24.7,15.6,36.2,2.5,2.5
2006-05-23 02:50:18,36.3,24.4,15.5,36.3,2.4,2.5
2006-05-23 02:50:23,36.3,24.7,15.6,36.3,2.4,2.5
2006-05-23 02:50:28,36.1,24.5,15.4,36.1,2.4,2.4
2006-05-23 02:50:33,36.1,25.0,15.5,36.1,2.4,2.5
2006-05-23 02:50:38,36.2,24.7,15.5,36.2,2.5,2.5
2006-05-23 02:50:43,36.3,24.9,15.5,36.3,2.4,2.4
2006-05-23 02:50:48,36.2,25.0,15.6,36.2,2.4,2.4
2006-05-23 02:50:53,36.2,25.0,15.5,36.2,2.3,2.4
2006-05-23 02:50:58,36.4,24.9,15.7,36.4,2.5,2.5
2006-05-23 02:51:03,36.3,24.6,15.6,36.3,2.4,2.5
2006-05-23 02:51:08,36.4,24.7,15.6,36.4,2.5,2.5
2006-05-23 02:51:13,36.4,24.6,15.7,36.4,2.5,2.5
2006-05-23 02:51:18,36.3,25.0,15.7,36.3,2.4,2.5
2006-05-23 02:51:23,36.3,24.9,15.6,36.3,2.4,2.5
2006-05-23 02:51:28,36.4,24.7,15.6,36.4,2.4,2.4
2006-05-23 02:51:33,36.3,24.5,15.7,36.3,2.4,2.4
2006-05-23 02:51:38,36.4,24.6,15.8,36.4,2.4,2.4
2006-05-23 02:51:43,36.2,24.7,15.6,36.2,2.3,2.4
2006-05-23 02:51:48,36.4,25.1,15.6,36.4,2.4,2.4
2006-05-23 02:51:53,36.2,24.5,15.6,36.2,2.3,2.3
2006-05-23 02:51:58,36.4,24.8,15.6,36.4,2.5,2.5
2006-05-23 02:52:03,36.4,24.7,15.6,36.4,2.4,2.5
2006-05-23 02:52:08,36.5,24.9,15.6,36.5,2.4,2.5
2006-05-23 02:52:13,36.4,24.7,15.8,36.4,2.5,2.5
2006-05-23 02:52:18,36.4,24.6,15.5,36.4,2.4,2.4
2006-05-23 02:52:23,36.4,24.5,15.4,36.4,2.4,2.5
2006-05-23 02:52:28,36.5,25.0,15.6,36.5,2.4,2.5
2006-05-23 02:52:33,36.4,24.6,15.5,36.4,2.4,2.4
2006-05-23 02:52:38,36.4,25.0,15.4,36.4,2.4,2.4
2006-05-23 02:52:43,36.4,24.9,15.6,36.4,2.3,2.4
2006-05-23 02:52:48,36.4,24.7,15.5,36.4,2.4,2.4
2006-05-23 02:52:53,36.4,24.8,15.4,36.4,2.4,2.4
2006-05-23 02:52:58,36.4,25.0,15.9,36.4,2.5,2.5
2006-05-23 02:53:03,36.5,25.1,15.8,36.5,2.4,2.5
2006-05-23 02:53:08,36.4,25.1,15.9,36.4,2.4,2.5
2006-05-23 02:53:13,36.4,25.3,15.8,36.4,2.5,2.5
2006-05-23 02:53:18,36.5,25.1,15.7,36.5,2.4,2.4
2006-05-23 02:53:23,36.5,25.4,15.7,36.5,2.4,2.4
2006-05-23 02:53:28,36.5,25.5,15.8,36.5,2.4,2.5
2006-05-23 02:53:33,36.4,25.4,15.7,36.4,2.4,2.4
2006-05-23 02:53:38,36.5,25.3,15.8,36.5,2.4,2.4
2006-05-23 02:53:43,36.4,25.3,15.8,36.4,2.4,2.4
2006-05-23 02:53:48,36.4,25.2,15.7,36.4,2.3,2.4
2006-05-23 02:53:53,36.5,24.6,15.8,36.5,2.4,2.4
2006-05-23 02:53:58,36.4,24.7,15.8,36.4,2.4,2.5
2006-05-23 02:54:03,36.5,25.3,15.7,36.5,2.4,2.4
2006-05-23 02:54:08,36.4,25.2,15.7,36.4,2.4,2.4
2006-05-23 02:54:13,36.3,25.4,15.8,36.3,2.4,2.5
2006-05-23 02:54:18,36.3,25.4,15.6,36.3,2.3,2.4
2006-05-23 02:54:23,36.5,25.3,15.6,36.5,2.4,2.4
2006-05-23 02:54:28,36.2,25.0,15.8,36.2,2.3,2.3
2006-05-23 02:54:33,36.3,25.4,15.5,36.3,2.3,2.4
2006-05-23 02:54:38,36.4,25.3,15.6,36.4,2.3,2.3
2006-05-23 02:54:43,36.3,25.0,15.6,36.3,2.3,2.3
2006-05-23 02:54:48,36.3,25.1,15.6,36.3,2.3,2.3
2006-05-23 02:54:53,36.2,24.9,15.3,36.2,2.2,2.3
2006-05-23 02:54:58,36.4,25.5,15.7,36.4,2.4,2.5
2006-05-23 02:55:03,36.4,25.4,15.5,36.4,2.3,2.4
2006-05-23 02:55:08,36.3,25.1,15.7,36.3,2.4,2.4
2006-05-23 02:55:13,36.2,25.5,15.7,36.2,2.4,2.4
2006-05-23 02:55:18,36.3,25.2,15.8,36.3,2.3,2.4
2006-05-23 02:55:23,36.4,25.3,15.8,36.4,2.3,2.4
2006-05-23 02:55:28,36.1,25.0,15.6,36.1,2.3,2.3
2006-05-23 02:55:33,36.3,25.5,15.7,36.3,2.3,2.4
2006-05-23 02:55:38,36.2,25.4,15.6,36.2,2.3,2.3
2006-05-23 02:55:43,36.2,25.5,15.5,36.2,2.2,2.3
2006-05-23 02:55:48,36.2,25.6,15.6,36.2,2.3,2.3
2006-05-23 02:55:53,36.2,25.2,15.5,36.2,2.2,2.2
2006-05-23 02:55:58,36.6,25.8,15.8,36.6,2.4,2.4
2006-05-23 02:56:03,36.6,25.5,15.6,36.6,2.3,2.4
2006-05-23 02:56:08,36.5,25.4,15.7,36.5,2.4,2.4
2006-05-23 02:56:13,36.6,25.6,15.7,36.6,2.4,2.4
2006-05-23 02:56:18,36.4,25.6,15.7,36.4,2.3,2.4
2006-05-23 02:56:23,36.5,25.7,15.6,36.5,2.3,2.4
2006-05-23 02:56:28,36.4,25.8,15.7,36.4,2.3,2.4
2006-05-23 02:56:33,36.3,25.7,15.8,36.3,2.3,2.3
2006-05-23 02:56:38,36.5,25.3,15.7,36.5,2.3,2.4
2006-05-23 02:56:43,36.3,25.8,15.7,36.3,2.2,2.3
2006-05-23 02:56:48,36.5,25.8,15.6,36.5,2.3,2.3
2006-05-23 02:56:53,36.3,25.7,15.7,36.3,2.2,2.3
2006-05-23 02:56:58,36.5,25.5,15.9,36.5,2.4,2.4
2006-05-23 02:57:03,36.4,25.5,15.8,36.4,2.4,2.5
2006-05-23 02:57:08,36.5,25.3,15.9,36.5,2.3,2.4
2006-05-23 02:57:13,36.4,25.5,16.0,36.4,2.3,2.4
2006-05-23 02:57:18,36.4,25.6,16.0,36.4,2.4,2.4
2006-05-23 02:57:23,36.5,25.5,15.8,36.5,2.3,2.3
2006-05-23 02:57:28,36.5,25.8,15.8,36.5,2.3,2.3
2006-05-23 02:57:33,36.5,25.4,15.9,36.5,2.3,2.4
2006-05-23 02:57:38,36.4,25.4,15.8,36.4,2.2,2.3
2006-05-23 02:57:43,36.6,24.5,15.8,36.6,2.2,2.3
2006-05-23 02:57:48,36.5,23.9,15.9,36.5,2.3,2.3
2006-05-23 02:57:53,36.6,24.1,15.7,36.6,2.2,2.3
2006-05-23 02:57:58,36.7,24.5,16.1,36.7,2.3,2.4
2006-05-23 02:58:03,36.8,25.0,16.1,36.8,2.4,2.4
2006-05-23 02:58:08,36.7,25.2,16.1,36.7,2.3,2.3
2006-05-23 02:58:13,36.8,24.8,16.0,36.8,2.3,2.3
2006-05-23 02:58:18,36.7,24.8,16.2,36.7,2.3,2.4
2006-05-23 02:58:23,36.7,24.5,15.9,36.7,2.2,2.3
2006-05-23 02:58:28,36.6,24.8,16.0,36.6,2.2,2.3
2006-05-23 02:58:33,36.8,25.1,15.9,36.8,2.2,2.3
2006-05-23 02:58:38,36.8,24.6,15.9,36.8,2.1,2.2
2006-05-23 02:58:43,36.7,24.5,15.9,36.7,2.2,2.2
2006-05-23 02:58:48,36.6,24.9,15.9,36.6,2.2,2.2
2006-05-23 02:58:53,36.8,24.8,15.8,36.8,2.1,2.2
2006-05-23 02:58:58,36.7,24.6,16.1,36.7,2.3,2.4
2006-05-23 02:59:03,36.6,25.0,16.1,36.6,2.3,2.4
2006-05-23 02:59:08,36.6,23.7,16.1,36.6,2.2,2.3
2006-05-23 02:59:13,36.7,24.7,16.2,36.7,2.2,2.3
2006-05-23 02:59:18,36.8,24.5,16.0,36.8,2.2,2.3
2006-05-23 02:59:23,36.8,24.7,16.0,36.8,2.3,2.3
2006-05-23 02:59:28,36.7,25.1,16.0,36.7,2.2,2.3
2006-05-23 02:59:33,36.7,25.2,16.0,36.7,2.2,2.3
2006-05-23 02:59:38,36.7,24.9,16.0,36.7,2.2,2.3
2006-05-23 02:59:43,36.6,24.7,16.0,36.6,2.2,2.3
2006-05-23 02:59:48,36.6,24.6,15.9,36.6,2.1,2.2
2006-05-23 02:59:53,36.6,24.6,16.0,36.6,2.1,2.2
2006-05-23 02:59:58,36.7,24.3,16.1,36.7,2.3,2.3
2006-05-23 03:00:03,36.8,24.4,16.1,36.8,2.3,2.3
2006-05-23 03:00:08,36.7,24.3,16.1,36.7,2.2,2.3
2006-05-23 03:00:13,36.6,24.5,15.9,36.6,2.2,2.3
2006-05-23 03:00:18,36.6,25.3,16.1,36.6,2.2,2.3
2006-05-23 03:00:23,36.8,24.9,16.2,36.8,2.3,2.3
2006-05-23 03:00:28,36.6,24.3,16.1,36.6,2.2,2.2
2006-05-23 03:00:33,36.8,24.5,16.2,36.8,2.2,2.3
2006-05-23 03:00:38,36.6,25.1,16.0,36.6,2.2,2.2
2006-05-23 03:00:43,36.7,25.2,16.0,36.7,2.2,2.2
2006-05-23 03:00:48,36.8,24.8,16.1,36.8,2.1,2.2
2006-05-23 03:00:53,36.7,24.6,16.1,36.7,2.2,2.2
2006-05-23 03:00:58,36.9,25.4,16.0,36.9,2.3,2.3
2006-05-23 03:01:03,36.7,25.7,16.0,36.7,2.3,2.3
2006-05-23 03:01:08,36.7,24.8,16.0,36.7,2.2,2.3
2006-05-23 03:01:13,36.8,25.6,15.8,36.8,2.2,2.2
2006-05-23 03:01:18,36.8,24.9,15.9,36.8,2.2,2.3
2006-05-23 03:01:23,36.7,25.3,15.9,36.7,2.3,2.3
2006-05-23 03:01:28,36.6,25.2,15.9,36.6,2.2,2.2
2006-05-23 03:01:33,36.7,25.3,15.8,36.7,2.2,2.3
2006-05-23 03:01:38,36.7,25.4,15.9,36.7,2.2,2.3
