Volcano Number,Volcano Name,Country,Primary Volcano Type,Last Known Eruption,Region,Subregion,Latitude,Longitude,Elevation (m),Dominant Rock Type,Tectonic Setting
233010,Karthala,Comoros,Shield,2007 CE,Middle East and Indian Ocean,Indian Ocean (western),-11.75,43.38,2361,Basalt / Picro-Basalt,Intermediate Oceanic
233011,Ambre-Bobaomby,Madagascar,Volcanic field,Unknown,Middle East and Indian Ocean,Indian Ocean (western),-12.6,49.15,1475,Basalt / Picro-Basalt,Intermediate Continental
233012,Nosy-Be,Madagascar,Cinder cone(s),Unknown,Middle East and Indian Ocean,Indian Ocean (western),-13.32,48.48,214,Foidite,Intermediate Continental
233013,Ankaizina Field,Madagascar,Cinder cone(s),Unknown,Middle East and Indian Ocean,Indian Ocean (western),-14.3,48.67,2878,Basalt / Picro-Basalt,Intermediate Continental
233014,Itasy Volcanic Field,Madagascar,Scoria cone(s),6050 BCE,Middle East and Indian Ocean,Indian Ocean (western),-19,46.77,1800,Trachyte / Trachyandesite,Intermediate Continental
233015,Ankaratra Field,Madagascar,Cinder cone(s),Unknown,Middle East and Indian Ocean,Indian Ocean (western),-19.4,47.2,2644,Trachybasalt / Tephrite Basanite,Intermediate Continental
233020,"Fournaise, Piton de la",France,Shield,2010 CE,Middle East and Indian Ocean,Indian Ocean (western),-21.231,55.713,2632,Basalt / Picro-Basalt,Intermediate Oceanic
234000,Boomerang Seamount,France,Submarine,1995 CE,Middle East and Indian Ocean,Indian Ocean (southern),-37.721,77.825,-650,Basalt / Picro-Basalt,Tensional Oceanic
234001,Amsterdam Island,France,Stratovolcano,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-37.83,77.52,881,Basalt / Picro-Basalt,Tensional Oceanic
234002,St. Paul,France,Stratovolcano,1793 CE,Middle East and Indian Ocean,Indian Ocean (southern),-38.72,77.53,268,Basalt / Picro-Basalt,Tensional Oceanic
234010,Heard,Australia,Stratovolcano,2013 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.106,73.513,2745,Trachybasalt / Tephrite Basanite,Intermediate Oceanic
234011,McDonald Islands,Australia,Complex,2005 CE,Middle East and Indian Ocean,Indian Ocean (southern),-53.03,72.6,230,Phonolite,Intermediate Oceanic
234020,Kerguelen Islands,France,Stratovolcano(es),Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-49.58,69.5,1840,Trachyandesite / Basaltic trachy-andesite,Intermediate Oceanic
234030,"Est, Ile de l'",France,Stratovolcano,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.43,52.2,1090,Basalt / Picro-Basalt,Tensional Oceanic
234040,"Possession, Ile de la",France,Stratovolcano,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.42,51.75,934,Basalt / Picro-Basalt,Tensional Oceanic
234050,"Cochons, Ile aux",France,Stratovolcano,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.1,50.23,775,Basalt / Picro-Basalt,Tensional Oceanic
234060,Prince Edward Island,South Africa,Shield,Unknown,Middle East and Indian Ocean,Indian Ocean (southern),-46.63,37.95,672,Basalt / Picro-Basalt,Tensional Oceanic
234070,Marion Island,South Africa,Shield(s),2004 CE,Middle East and Indian Ocean,Indian Ocean (southern),-46.9,37.75,1230,Basalt / Picro-Basalt,Tensional Oceanic
235010,Unnamed,India,Submarine?,Unknown,Middle East and Indian Ocean,Indian Ocean (eastern),11.75,80.75,NaN,No Data (checked),Intermediate Continental
241010,Kaikohe-Bay of Islands,New Zealand,Volcanic field,400 CE,New Zealand to Fiji,New Zealand,-35.3,173.9,388,Trachybasalt / Tephrite Basanite,Compressional Continental
241011,Whangarei,New Zealand,Cinder cone(s),Unknown,New Zealand to Fiji,New Zealand,-35.75,174.27,397,Trachybasalt / Tephrite Basanite,Compressional Continental
241020,Auckland Field,New Zealand,Volcanic field,1350 CE,New Zealand to Fiji,New Zealand,-36.9,174.87,260,Trachybasalt / Tephrite Basanite,Compressional Continental
241021,Mayor Island,New Zealand,Shield,5060 BCE,New Zealand to Fiji,New Zealand,-37.28,176.25,355,Rhyolite,Compressional Continental
241030,Taranaki [Egmont],New Zealand,Stratovolcano,1854 CE,New Zealand to Fiji,New Zealand,-39.3,174.07,2518,Andesite / Basaltic Andesite,Compressional Continental
241040,White Island,New Zealand,Stratovolcano(es),2013 CE,New Zealand to Fiji,New Zealand,-37.52,177.18,321,Andesite / Basaltic Andesite,Compressional Continental
241050,Okataina,New Zealand,Lava dome(s),1981 CE,New Zealand to Fiji,New Zealand,-38.12,176.5,1111,Rhyolite,Compressional Continental
241060,Reporoa,New Zealand,Caldera,1180 CE,New Zealand to Fiji,New Zealand,-38.42,176.33,592,Rhyolite,Compressional Continental
241061,Maroa,New Zealand,Caldera(s),180 CE,New Zealand to Fiji,New Zealand,-38.42,176.08,1156,Rhyolite,Compressional Continental
241070,Taupo,New Zealand,Caldera,260 CE,New Zealand to Fiji,New Zealand,-38.82,176,760,Rhyolite,Compressional Continental
241080,Tongariro,New Zealand,Stratovolcano(es),2012 CE,New Zealand to Fiji,New Zealand,-39.13,175.642,1978,Andesite / Basaltic Andesite,Compressional Continental
241100,Ruapehu,New Zealand,Stratovolcano,2007 CE,New Zealand to Fiji,New Zealand,-39.28,175.57,2797,Andesite / Basaltic Andesite,Compressional Continental
241101,Clark,New Zealand,Submarine,Unknown,New Zealand to Fiji,New Zealand,-36.446,177.839,-860,Basalt / Picro-Basalt,Compressional Oceanic
241102,Tangaroa,New Zealand,Submarine,Unknown,New Zealand to Fiji,New Zealand,-36.321,178.028,-600,Basalt / Picro-Basalt,Compressional Oceanic
241110,Rumble V,New Zealand,Submarine,Unknown,New Zealand to Fiji,New Zealand,-36.142,178.196,-400,Andesite / Basaltic Andesite,Compressional Oceanic
241120,Rumble IV,New Zealand,Submarine,Unknown,New Zealand to Fiji,New Zealand,-36.13,178.05,-500,Andesite / Basaltic Andesite,Compressional Oceanic
241130,Rumble III,New Zealand,Submarine,2008 CE,New Zealand to Fiji,New Zealand,-35.745,178.478,-220,Andesite / Basaltic Andesite,Compressional Oceanic
241131,Rumble II West,New Zealand,Submarine,Unknown,New Zealand to Fiji,New Zealand,-35.353,178.527,-1200,Andesite / Basaltic Andesite,Compressional Oceanic
241140,Healy,New Zealand,Submarine,1360 CE,New Zealand to Fiji,New Zealand,-35.004,178.973,-980,Dacite,Compressional Oceanic
241150,Brothers,New Zealand,Submarine,Unknown,New Zealand to Fiji,New Zealand,-34.875,179.075,-1350,Dacite,Compressional Oceanic
242001,Volcano W,New Zealand,Submarine(es),Unknown,New Zealand to Fiji,Kermadec Islands,-31.85,-179.18,-900,Basalt / Picro-Basalt,Compressional Oceanic
242005,Havre Seamount,New Zealand,Submarine,2012 CE,New Zealand to Fiji,Kermadec Islands,-31.11,179.04,-720,,Compressional Oceanic
242010,Curtis Island,New Zealand,Submarine,Unknown,New Zealand to Fiji,Kermadec Islands,-30.542,-178.561,137,Andesite / Basaltic Andesite,Compressional Oceanic
242021,Macauley Island,New Zealand,Caldera,4360 BCE,New Zealand to Fiji,Kermadec Islands,-30.2,-178.47,238,Basalt / Picro-Basalt,Compressional Oceanic
242022,Giggenbach,New Zealand,Submarine,Unknown,New Zealand to Fiji,Kermadec Islands,-30.036,-178.712,-65,Basalt / Picro-Basalt,Compressional Oceanic
242030,Raoul Island,New Zealand,Stratovolcano,2006 CE,New Zealand to Fiji,Kermadec Islands,-29.27,-177.92,516,Andesite / Basaltic Andesite,Compressional Oceanic
242050,Monowai Seamount,New Zealand,Submarine,2012 CE,New Zealand to Fiji,Tonga Islands,-25.887,-177.188,-132,Basalt / Picro-Basalt,Compressional Oceanic
243001,Unnamed,Undersea Features,Submarine,Unknown,New Zealand to Fiji,Tonga Islands,-24.8,-177.02,-385,Basalt / Picro-Basalt,Compressional Oceanic
243010,Unnamed,Tonga,Submarine,1932 CE,New Zealand to Fiji,Tonga Islands,-21.38,-175.65,-500,No Data (checked),Compressional Oceanic
243011,Unnamed,Tonga,Submarine,Unknown,New Zealand to Fiji,Tonga Islands,-21.15,-175.75,-65,Andesite / Basaltic Andesite,Compressional Oceanic
243030,Unnamed,Tonga,Submarine,1999 CE,New Zealand to Fiji,Tonga Islands,-20.85,-175.53,-13,No Data (checked),Compressional Oceanic
243040,Hunga Tonga-Hunga Ha'apai,Tonga,Submarine,2009 CE,New Zealand to Fiji,Tonga Islands,-20.57,-175.38,149,Andesite / Basaltic Andesite,Compressional Oceanic
243050,Falcon Island,Tonga,Submarine,1936 CE,New Zealand to Fiji,Tonga Islands,-20.32,-175.42,-17,Andesite / Basaltic Andesite,Compressional Oceanic
243060,Tofua,Tonga,Caldera,2013 CE,New Zealand to Fiji,Tonga Islands,-19.75,-175.07,515,Andesite / Basaltic Andesite,Compressional Oceanic
243061,Kao,Tonga,Stratovolcano,Unknown,New Zealand to Fiji,Tonga Islands,-19.67,-175.03,1030,Andesite / Basaltic Andesite,Compressional Oceanic
243070,Metis Shoal,Tonga,Submarine,1995 CE,New Zealand to Fiji,Tonga Islands,-19.18,-174.87,43,Dacite,Compressional Oceanic
243080,Home Reef,Tonga,Submarine,2006 CE,New Zealand to Fiji,Tonga Islands,-18.992,-174.775,-10,Dacite,Compressional Oceanic
243090,Late,Tonga,Stratovolcano,1854 CE,New Zealand to Fiji,Tonga Islands,-18.806,-174.65,540,Andesite / Basaltic Andesite,Compressional Oceanic
243091,Unnamed,Tonga,Submarine,2001 CE,New Zealand to Fiji,Tonga Islands,-18.325,-174.365,-40,Dacite,Compressional Oceanic
243100,Fonualei,Tonga,Stratovolcano,1957 CE,New Zealand to Fiji,Tonga Islands,-18.02,-174.325,180,Dacite,Compressional Oceanic
243101,Tafahi,Tonga,Stratovolcano,Unknown,New Zealand to Fiji,Tonga Islands,-15.85,-173.72,560,Andesite / Basaltic Andesite,Compressional Oceanic
243102,Curacoa,Tonga,Submarine,1979 CE,New Zealand to Fiji,Tonga Islands,-15.62,-173.67,-33,Dacite,Compressional Oceanic
243110,Niuafo'ou,Tonga,Shield,1985 CE,New Zealand to Fiji,Tonga Islands,-15.6,-175.63,260,Basalt / Picro-Basalt,Compressional Oceanic
243120,Tafu-Maka,Tonga,Submarine,2008 CE,New Zealand to Fiji,Tonga Islands,-15.37,-174.23,-1400,Basalt / Picro-Basalt,Tensional Oceanic
243130,West Mata,Tonga,Submarine,2009 CE,New Zealand to Fiji,Tonga Islands,-15.1,-173.75,-1174,Andesite / Basaltic Andesite,Compressional Oceanic
243140,Niua Tahi,Tonga,Caldera,Unknown,New Zealand to Fiji,Tonga Islands,-15.42,-174.02,-1270,,Compressional Oceanic
244000,Vailulu'u,United States,Submarine,2003 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.215,-169.058,-592,Basalt / Picro-Basalt,Compressional Oceanic
244001,Ta'u,United States,Shield,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.23,-169.454,931,Basalt / Picro-Basalt,Compressional Oceanic
244010,Ofu-Olosega,United States,Shield(s),1866 CE,New Zealand to Fiji,Samoan and Wallis Islands,-14.175,-169.618,639,Basalt / Picro-Basalt,Compressional Oceanic
244020,Tutuila,United States,Tuff cone(s),Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-14.295,-170.7,653,Basalt / Picro-Basalt,Compressional Oceanic
244030,Upolu,Samoa,Shield,Unknown,New Zealand to Fiji,Samoan and Wallis Islands,-13.935,-171.72,1100,Basalt / Picro-Basalt,Compressional Oceanic
